Lj	Data	Item	Quantidade	Estoque	Fator	Peso	Estoque Loja	MDV	Norma	Lastro
4	06/04/2026	39246	1	311	24	2	27	1,914	130	10
4	06/04/2026	40358	3	2110	10	16	0	3,743	70	10
4	06/04/2026	41409	2	228	12	6	12	0,371	72	8
4	06/04/2026	42529	2	150	6	12	6	0,2	150	30
4	06/04/2026	44851	1	59	20	10	34	0,514	28	7
4	06/04/2026	45056	1	75	20	10	2	0,4	54	6
4	06/04/2026	45100	1	943	20	10	78	5,257	72	8
4	06/04/2026	46039	1	1020	20	11	35	1,114	42	7
4	06/04/2026	46190	1	360	30	10	7	1,314	72	9
4	06/04/2026	49962	2	1519	20	20	55	4,229	100	10
4	06/04/2026	55840	2	3650	48	5	66	3,457	66	11
4	06/04/2026	57165	1	540	36	4	46	1,114	100	10
4	06/04/2026	59848	1	288	24	1	19	0,114		
4	06/04/2026	61438	2	856	10	20	14	1,229	70	10
4	06/04/2026	61995	2	163	9	16	39	0,486	60	12
4	06/04/2026	66235	1	108	12	18	34	1	44	11
4	06/04/2026	67744	5	17470	24	64	256	13,971	84	12
4	06/04/2026	72083	1	4524	72	11	326	8,771	52	13
4	06/04/2026	74018	1	12	12	6	9	0,171	120	24
4	06/04/2026	77095	1	2833	72	6	329	4,686	78	13
4	06/04/2026	81016	2	240	24	26	50	1,771	54	9
4	06/04/2026	82792	2	29,8	5	30	3,33	0,076	55	11
4	06/04/2026	86806	1	85	12	13	26	0,629	40	10
4	06/04/2026	98557	1	648	24	5	138	5,257	207	23
4	06/04/2026	100410	1	65	16	3	14	1,029	50	10
4	06/04/2026	100953	1	2358	20	1	41	1,4	70	7
4	06/04/2026	100977	2	4177	20	19	60	0,143	70	7
4	06/04/2026	103268	1	1095	15	6	11	1,714	75	15
4	06/04/2026	103275	2	156	12	26	24	0,571	84	14
4	06/04/2026	103343	4	120	12	50	15	0,429	75	15
4	06/04/2026	104463	2	585	15	13	31	0,029	289	17
4	06/04/2026	105743	1	531	48	4	28	1,514	210	14
4	06/04/2026	106894	5	5845	10	27	227	17,943	88	11
4	06/04/2026	107020	2	99	20	20	20	0,686	60	6
4	06/04/2026	107686	1	162	6	5	11	0,629	24	6
4	06/04/2026	107723	2	3646	24	15	69	2,629	136	17
4	06/04/2026	107976	1	129	10	4	0	0,257	63	7
4	06/04/2026	110303	1	160	20	0	13	0,771	48	12
4	06/04/2026	110501	1	221	68	6	13	1,571	135	15
4	06/04/2026	112581	1	108	36	9	23	0,829	80	10
4	06/04/2026	116442	2	169	24	18	28	2,429	80	10
4	06/04/2026	116459	2	601	24	18	39	0,886	80	10
4	06/04/2026	117661	4	420	10	9	1	0,257	104	13
4	06/04/2026	117692	1	425	68	7	149	3,143	135	15
4	06/04/2026	118484	4	280	4	26	39	1,314	40	4
4	06/04/2026	118514	5	3050	6	67	60	4,286	80	20
4	06/04/2026	118545	4	1145	6	12	29	2,343	320	40
4	06/04/2026	125345	1	402	24	10	10	0,743	60	12
4	06/04/2026	125819	1	768	64	5	255	10,114	200	10
4	06/04/2026	128254	1	144	48	1	74	2,4	270	15
4	06/04/2026	130363	1	90	30	15	49	1,029	84	7
4	06/04/2026	131148	1	108	36	8	26	0,686	48	12
4	06/04/2026	131179	2	504	12	20	0	0,343	78	13
4	06/04/2026	133586	1	192	24	8	40	0,657	204	12
4	06/04/2026	133654	1	360	24	7	45	0,371	204	12
4	06/04/2026	139250	1	360	24	4	28	0,657	220	22
4	06/04/2026	141192	4	1152	6	12	36	1,2	640	40
4	06/04/2026	141314	6	2788	6	18	33	4,8	360	45
4	06/04/2026	141338	2	602	12	24	15	0,429	75	15
4	06/04/2026	142366	2	1621	27	11	270	17,629	165	15
4	06/04/2026	143264	2	565	6	25	47	0,771	100	20
4	06/04/2026	143776	2	276	12	24	44	1,143	50	10
4	06/04/2026	144605	5	554	6	30	31	1,686	110	22
4	06/04/2026	152372	1	480	20	20	131	1,714	25	5
4	06/04/2026	153218	1	412	20	20	36	1,686	126	7
4	06/04/2026	155359	2	210	6	25	53	0,686	60	15
4	06/04/2026	155465	1	90	30	3	43	0,971	315	15
4	06/04/2026	155496	1	180	30	3	21	1,314	315	15
4	06/04/2026	155717	1	4400	40	4	56	4	40	10
4	06/04/2026	155724	1	5637	40	4	204	6,686	40	10
4	06/04/2026	162487	2	297	50	0	100	2,771	84	7
4	06/04/2026	163460	1	15	15	0	0	0,114	100	10
4	06/04/2026	165310	1	371	12	7	9	0,743	72	12
4	06/04/2026	166829	1	49	12	13	35	1	80	8
4	06/04/2026	169677	1	1417	24	0	161	3,543	864	108
4	06/04/2026	171694	2	2232	24	10	53	1,8	207	23
4	06/04/2026	175906	1	302	25	2	35	1,143	35	7
4	06/04/2026	175913	1	98	25	2	39	1,743	35	7
4	06/04/2026	176002	1	112	56	2	71	2,943	28	7
4	06/04/2026	177498	1	216	12	4	13	0,314	126	21
4	06/04/2026	177924	1	96	12	22	9	0,486	60	15
4	06/04/2026	177931	4	948	12	91	43	1,714	56	14
4	06/04/2026	178921	1	72	24	5	-2	0,971	126	14
4	06/04/2026	179836	1	89	24	2	56	2,714	117	13
4	06/04/2026	180078	1	160	80	10	43	7,286	100	25
4	06/04/2026	180832	1	335	48	4	0	0	162	9
4	06/04/2026	180870	1	72	12	13	45	2,057	77	11
4	06/04/2026	181075	2	120	24	25	66	1,914	100	10
4	06/04/2026	181082	3	162	15	38	46	1,257	56	7
4	06/04/2026	182539	2	984	24	9	23	1,429	220	22
4	06/04/2026	183123	1	3312	72	11	9	6,8	65	13
4	06/04/2026	188531	2	157	27	12	158	7,971	247	19
4	06/04/2026	194211	5	3136	24	39	231	45,343	135	15
4	06/04/2026	194679	3	1824	12	13	104	4,686	24	6
4	06/04/2026	195065	1	64	32	11	0	0,914	50	5
4	06/04/2026	195416	4	11711	48	19	72	32,086	152	19
4	06/04/2026	197052	1	193	24	13	35	1,686	54	9
4	06/04/2026	197809	2	213	24	2	25	1,171	168	24
4	06/04/2026	197861	1	96	24	12	18	0,971	50	10
4	06/04/2026	207935	1	320	40	10	47	1,143	70	14
4	06/04/2026	208437	3	80	2	30	25	0,943	80	20
4	06/04/2026	208505	1	252	12	6	12	0,6	100	10
4	06/04/2026	211628	2	365	14	5	25	0,771	50	5
4	06/04/2026	215695	2	328	48	15	32	3,771	117	13
4	06/04/2026	215701	1	364	48	7	48	1,971	117	13
4	06/04/2026	220194	4	4345	27	23	101	48,971	165	15
4	06/04/2026	220569	9	936	12	27	199	7,457	50	5
4	06/04/2026	222150	1	492	6	6	25	0,371	120	15
4	06/04/2026	222891	1	519	8	12	36	2,2	55	5
4	06/04/2026	229241	2	216	12	14	21	0,2	120	20
4	06/04/2026	229524	1	72	24	13	0	0	176	8
4	06/04/2026	229968	1	214	24	6	12	0,486	140	20
4	06/04/2026	231619	1	186	12	1	30	1,429	60	12
4	06/04/2026	232463	3	614	12	45	36	1,486	60	15
4	06/04/2026	233101	1	888	12	15	86	4,371	60	15
4	06/04/2026	234818	2	564	12	22	24	1,457	80	8
4	06/04/2026	235334	1	2734	48	7	57	19,714	110	10
4	06/04/2026	237161	1	655	24	5	347	10,886	189	21
4	06/04/2026	238113	4	73	12	47	170	10,857	55	11
4	06/04/2026	240123	1	94	24	12	31	1,086	55	11
4	06/04/2026	241656	2	192	24	27	84	1,514	84	12
4	06/04/2026	242561	1	207	9	15	9	0,514	48	8
4	06/04/2026	247375	2	84	12	25	31	1,314	100	10
4	06/04/2026	247603	2	192	12	13	25	1,114	100	10
4	06/04/2026	248754	1	1268	27	6	219	9,2	247	19
4	06/04/2026	248815	3	846	12	38	22	1,286	85	17
4	06/04/2026	251983	1	216	24	8	45	0,943	190	10
4	06/04/2026	253437	2	39	3	30	8	0,086	42	14
4	06/04/2026	253444	1	120	6	12	6	0,257	60	15
4	06/04/2026	263160	3	768	8	37	1	2,343	50	10
4	06/04/2026	282642	1	121	24	13	59	1,057	48	8
4	06/04/2026	285032	7	681	12	47	97	6,057	50	10
4	06/04/2026	289214	2	527	10	1	41	0,029	112	14
4	06/04/2026	294973	2	312	12	26	80	4,229	48	6
4	06/04/2026	298230	13	3873	12	131	81	16,629	90	15
4	06/04/2026	303323	1	300	12	6	2	1,029	63	7
4	06/04/2026	307451	1	628	30	10	36	1,314	30	5
4	06/04/2026	307802	1	143	48	1	45	1,114	50	10
4	06/04/2026	308953	8	782	6	53	135	2,514	160	32
4	06/04/2026	308977	5	748	6	33	41	3,171	160	32
4	06/04/2026	314985	3	553	6	9	66	3,571	360	10
4	06/04/2026	317405	1	840	24	1	70	3,914	198	22
4	06/04/2026	323987	1	63	20	10	15	0,6	48	6
4	06/04/2026	325714	1	192	24	5	21	1,371	140	20
4	06/04/2026	326896	1	35	30	15	29	0,286	60	6
4	06/04/2026	328333	1	99	20	10	19	1,857	36	6
4	06/04/2026	329637	1	148	24	0	20	0,229	222	37
4	06/04/2026	337236	1	352	20	10	30	1,943	36	6
4	06/04/2026	339964	2	72	12	13	13	0,914	120	24
4	06/04/2026	342735	6	1102	8	111	304	14,029	50	10
4	06/04/2026	344289	1	624	48	8	108	5,286	104	13
4	06/04/2026	344319	1	456	24	9	28	1,086	105	15
4	06/04/2026	345965	1	2876	24	3	51	6,629	120	20
4	06/04/2026	353441	1	235	24	0	32	0,714	220	11
4	06/04/2026	353724	1	72	36	8	25	1,114	96	16
4	06/04/2026	354165	1	118	24	0	21	0,686	165	11
4	06/04/2026	354219	1	264	24	0	14	0,229		
4	06/04/2026	360227	1	726	20	10	22	1,771	18	6
4	06/04/2026	360395	3	2816	16	13	131	3,629	36	9
4	06/04/2026	363778	1	1632	96	3	77	4,943	65	13
4	06/04/2026	366410	1	324	18	9	31	0,829	60	10
4	06/04/2026	366458	1	742	24	0	48	0,429	207	23
4	06/04/2026	369411	3	600	24	14	42	1,086	220	22
4	06/04/2026	373524	1	248	50	4	68	2,971	84	7
4	06/04/2026	374828	1	181	30	10	31	0,029	60	6
4	06/04/2026	374842	2	120	20	20	28	0,343	60	6
4	06/04/2026	374859	1	120	20	10	21	0,229	60	6
4	06/04/2026	381130	1	78	6	9	9	0,2	50	10
4	06/04/2026	390415	3	720	16	13	8	1,686	120	15
4	06/04/2026	396356	1	1464	24	10	29	1,371	48	8
4	06/04/2026	397438	1	1176	24	13	46	2,086	48	8
4	06/04/2026	404853	2	420	12	24	6	0,457	75	15
4	06/04/2026	406390	2	1898	20	19	-1	3	119	17
4	06/04/2026	418706	1	930	120	0	44	13,543	50	10
4	06/04/2026	433822	2	319	20	20	20	0,571	42	6
4	06/04/2026	439169	2	1235	12	10	-3	4,314	140	28
4	06/04/2026	462273	10	257	1	0	32	0,886	1000	100
4	06/04/2026	463157	13	300	6	175	144	11,257	65	13
4	06/04/2026	463218	1	368	16	7	46	1,171	120	15
4	06/04/2026	464024	1	50	10	3	16	0,114	144	24
4	06/04/2026	464031	1	30	10	3	28	0,057	144	24
4	06/04/2026	465335	1	80	20	11	26	0,143	60	6
4	06/04/2026	465342	1	40	20	11	26	0,457	60	6
4	06/04/2026	474139	1	1018	12	1	46	2,343	430	43
4	06/04/2026	479509	4	162	6	27	78	3,486	170	34
4	06/04/2026	479660	1	1572	12	6	9	1,8	110	22
4	06/04/2026	487665	1	114	20	10	7	0,286	60	6
4	06/04/2026	487733	2	128	20	20	15	1,457	28	7
4	06/04/2026	490108	2	864	24	18	78	5,086	80	10
4	06/04/2026	491075	1	672	48	3	103	5,543	80	10
4	06/04/2026	491082	1	291	48	3	64	5,057	80	10
4	06/04/2026	491402	1	4248	72	11	0	6,886	52	13
4	06/04/2026	495813	2	348	12	24	1	0,143	75	15
4	06/04/2026	500913	1	648	24	4	18	0,371	220	22
4	06/04/2026	507318	1	3600	72	11	1	8,714	52	13
4	06/04/2026	508070	1	1280	80	4	14	1,943	20	4
4	06/04/2026	514880	1	671	6	2	2	0,857	240	60
4	06/04/2026	520546	2	180	15	1	28	0,457	140	20
4	06/04/2026	521956	4	162	6	39	111	3,229	115	23
4	06/04/2026	523448	1	610	48	5	97	7,314	72	12
4	06/04/2026	544559	1	360	6	3	12	0,686	240	30
4	06/04/2026	554411	1	625	25	9	30	1,314	63	9
4	06/04/2026	561815	1	30	6	6	16	0,114	117	13
4	06/04/2026	565325	2	163	27	22	40	1,771	180	15
4	06/04/2026	570596	1	575	25	8	35	1,286	63	9
4	06/04/2026	586160	2	704	16	16	142	5,914	30	3
4	06/04/2026	596862	2	550	24	9	37	2,886	75	15
4	06/04/2026	614429	1	1540	70	9	71	5,514	90	15
4	06/04/2026	615259	1	144	12	4	12	0,714	85	17
4	06/04/2026	624435	1	396	12	12	4	0,943	55	11
4	06/04/2026	625524	2	1286	32	21	37	2,086	104	13
4	06/04/2026	629294	2	59	12	11	36	2,143	430	43
4	06/04/2026	629669	3	424	12	20	119	6,514	50	10
4	06/04/2026	634274	3	383	12	9	146	5,886	250	25
4	06/04/2026	635103	1	2280	60	8	100	32	56	14
4	06/04/2026	635523	3	709	12	18	23	3,486	120	20
4	06/04/2026	641418	1	2250	150	1	37	8,286	150	15
4	06/04/2026	641425	1	1050	150	3	75	8,771	150	15
4	06/04/2026	641432	1	1350	150	0	25	4,514	150	15
4	06/04/2026	641449	1	1950	150	0	37	4,343	150	15
4	06/04/2026	641456	1	1650	150	1	103	9,4	100	10
4	06/04/2026	641517	9	222	6	17	34	0,629	168	21
4	06/04/2026	642521	1	3060	45	5	106	3,4	102	17
4	06/04/2026	644105	1	2246	65	4	215	21,514	52	13
4	06/04/2026	651035	4	258	6	3	14	0,371	250	50
4	06/04/2026	657556	3	1548	12	1	27	6,771	231	33
4	06/04/2026	657778	12	793	8	192	25	17,857	75	15
4	06/04/2026	662420	1	69	24	8	32	1,457	112	14
4	06/04/2026	663298	1	5251	65	5	175	13,486	52	13
4	06/04/2026	664424	1	79	15	4	27	0,371	80	8
4	06/04/2026	665278	1	74	12	1	37	0,629	0	0
4	06/04/2026	666459	5	2570	10	23	46	8,486	72	9
4	06/04/2026	674638	1	3348	108	9	54	13,229	90	15
4	06/04/2026	675536	2	4200	30	9	267	8,229	120	15
4	06/04/2026	676991	7	189	9	20	110	8,771	110	10
4	06/04/2026	677004	1	71	20	0	0	0,629	75	15
4	06/04/2026	680592	2	2380	20	14	134	9,8	40	10
4	06/04/2026	688291	6	986	12	54	31	0,971	126	18
4	06/04/2026	688758	1	108	6	4	8	0,2	104	13
4	06/04/2026	688765	2	60	6	9	6	0,143	150	15
4	06/04/2026	689076	1	180	12	3	26	0,4	50	10
4	06/04/2026	689304	1	408	24	4	27	1,2	360	20
4	06/04/2026	689427	3	1808	16	21	62	3,457	120	15
4	06/04/2026	691468	1	768	48	3	26	1,114	50	10
4	06/04/2026	695244	3	322	6	26	11	0,143	112	28
4	06/04/2026	703178	2	340	20	21	54	2,486	48	12
4	06/04/2026	704854	2	1539	27	9	113	1,514	170	17
4	06/04/2026	705400	4	1995	15	19	150	5,257	63	9
4	06/04/2026	706155	11	1942	6	106	7	9,743	112	28
4	06/04/2026	708289	1	279	9	15	15	0,457	48	6
4	06/04/2026	708579	10	1117	6	14	95	6,771	767	59
4	06/04/2026	715843	9	8573	30	83	738	93,486	50	10
4	06/04/2026	718318	2	96	24	15	21	1,371	104	8
4	06/04/2026	730761	1	336	28	5	168	3,914	56	7
4	06/04/2026	734493	2	444	12	37	11	1,029	56	14
4	06/04/2026	738095	1	1608	108	9	237	12,514	90	15
4	06/04/2026	741231	1	820	20	10	25	1,171	100	10
4	06/04/2026	741347	1	216	24	1	9	0,743	143	11
4	06/04/2026	745758	2	361	24	27	22	0,171	72	12
4	06/04/2026	750929	1	1372	20	40	61	7,057	96	16
4	06/04/2026	753913	1	193	24	8	0	0	117	13
4	06/04/2026	755436	8	4049	12	36	339	24,286	280	28
4	06/04/2026	755481	2	84	6	27	15	0,486	80	16
4	06/04/2026	760225	2	642	20	4	65	3,143	40	8
4	06/04/2026	760249	1	163	20	2	20	0,571	48	8
4	06/04/2026	764452	3	122	6	26	12	0,457	110	22
4	06/04/2026	768016	2	132	12	27	46	0,971	60	12
4	06/04/2026	774130	2	940	20	21	16	2,371	100	10
4	06/04/2026	777353	2	2416	12	24	50	3,429	75	15
4	06/04/2026	783781	4	336	6	38	29	1,514	88	22
4	06/04/2026	786010	4	555	24	44	28	2,543	48	8
4	06/04/2026	786737	1	47	6	6	16	0,057	160	32
4	06/04/2026	790666	1	624	24	8	25	1,286	136	17
4	06/04/2026	792547	1	48	24	8	49	2,4	136	17
4	06/04/2026	794152	2	144	12	26	28	1,371	55	11
4	06/04/2026	794244	1	372	12	11	21	0,371	70	10
4	06/04/2026	795975	2	84	24	23	35	1,629	170	17
4	06/04/2026	796811	1	3360	24	8	103	10,457	112	16
4	06/04/2026	798426	1	1440	24	9	23	1,4	104	13
4	06/04/2026	805421	3	282	18	15	78	2	40	10
4	06/04/2026	814133	1	360	6	6	7	0,257	120	15
4	06/04/2026	822084	1	116	4	4	5	0,086	30	6
4	06/04/2026	831871	1	240	20	17	41	1,486	36	9
4	06/04/2026	833776	5	2527	16	34	249	9,571	120	15
4	06/04/2026	835275	1	216	24	4	33	0,829	160	20
4	06/04/2026	842112	1	168	12	3	0	0,343	75	15
4	06/04/2026	844963	1	3887	108	9	72	8,857	90	15
4	06/04/2026	854085	1	20	4	21	8	0,029	30	10
4	06/04/2026	856294	1	457	27	3	27	5,543	49	7
4	06/04/2026	858267	3	704	9	6	58	2,114	35	5
4	06/04/2026	868877	1	234	6	4	14	0,8	100	25
4	06/04/2026	872317	3	78	6	8	18	0,4	336	48
4	06/04/2026	879705	3	229	12	32	22	0,943	90	18
4	06/04/2026	880978	2	935	12	24	6	0,429	75	15
4	06/04/2026	883672	1	95	32	5	26	1,086	30	5
4	06/04/2026	885522	1	324	12	2	14	0,343	112	8
4	06/04/2026	885539	2	264	12	4	24	0	112	8
4	06/04/2026	889759	1	26	12	5	0	0,286	128	32
4	06/04/2026	891196	1	800	40	5	76	1,229	105	15
4	06/04/2026	891219	1	800	40	5	47	2,486	105	15
4	06/04/2026	896191	1	329	15	6	15	0	289	17
4	06/04/2026	896207	1	225	15	6	28	0,514	221	17
4	06/04/2026	896450	1	432	96	0	29	2,829	126	14
4	06/04/2026	899635	1	400	200	3	106	17,286	150	15
4	06/04/2026	899789	1	336	48	1	14	0,943	114	19
4	06/04/2026	902960	1	336	48	1	37	1	114	19
4	06/04/2026	905046	2	1840	40	6	101	17,086	133	19
4	06/04/2026	905053	1	2080	40	3	6	7,029	133	19
4	06/04/2026	905060	2	560	40	6	21	9,314	133	19
4	06/04/2026	906432	2	384	12	24	53	0,657	84	6
4	06/04/2026	907736	1	144	24	5	23	0,286	150	15
4	06/04/2026	908757	1	360	24	1	47	2,8	160	40
4	06/04/2026	908764	1	599	24	1	25	3,057	160	40
4	06/04/2026	908795	1	408	24	1	76	1,571	160	40
4	06/04/2026	910743	1	1750	24	17	39	3,143	48	12
4	06/04/2026	910774	1	312	8	14	49	1,029	54	6
4	06/04/2026	913263	1	94	24	0	25	0,514	168	28
4	06/04/2026	922067	1	360	12	13	28	1,543	33	11
4	06/04/2026	925068	1	199	10	10	3	0,686	100	10
4	06/04/2026	928861	1	160	20	20	8	0,8	56	7
4	06/04/2026	930154	2	504	24	12	49	1,857	80	16
4	06/04/2026	930178	1	144	12	13	1	0,114	90	15
4	06/04/2026	930475	1	984	24	7	1	0	195	13
4	06/04/2026	934619	1	336	24	4	65	1,629	80	5
4	06/04/2026	934633	1	72	12	1	0	0,114	180	6
4	06/04/2026	940412	2	876	12	26	19	0,343	75	15
4	06/04/2026	942959	3	287	48	0	120	8,457	100	10
4	06/04/2026	943338	1	239	64	3	203	7,629	80	10
4	06/04/2026	944960	1	1948	50	3	35	8,971	96	12
4	06/04/2026	945196	1	287	24	10	11	0,371	50	10
4	06/04/2026	948494	2	145	7	22	19	0,943	80	8
4	06/04/2026	948814	8	3222	8	18	246	16,543	520	40
4	06/04/2026	948845	1	1274	27	6	32	3,543	198	18
4	06/04/2026	949378	2	540	15	28	21	0,943	78	13
4	06/04/2026	949392	4	9648	15	57	175	5,771	78	13
4	06/04/2026	951296	1	1350	150	2	76	6,457	180	15
4	06/04/2026	951333	1	2700	150	2	125	4,971	180	15
4	06/04/2026	953689	1	784	12	6	31	0,886	45	9
4	06/04/2026	954303	1	561	20	0	109	2,371	63	9
4	06/04/2026	954372	2	560	28	0	79	3,171	65	5
4	06/04/2026	954419	1	154	20	10	51	1,457	30	5
4	06/04/2026	955744	2	150	30	0	9	0,571	40	10
4	06/04/2026	957120	1	768	64	5	41	5,457	70	10
4	06/04/2026	957298	2	84	12	11	18	0,686	100	10
4	06/04/2026	959568	1	161	7	11	41	0,971	80	8
4	06/04/2026	960298	2	24	6	13	12	0,257	126	6
4	06/04/2026	960489	1	120	12	2	12	0	100	20
4	06/04/2026	964852	2	312	12	22	2	1,771	55	11
4	06/04/2026	965620	1	444	12	12	2	0,657	75	15
4	06/04/2026	967266	1	650	40	5	-5	5,571	92	23
4	06/04/2026	967280	1	110	40	5	28	0,857	92	23
4	06/04/2026	971478	2	4160	32	20	12	24,657	90	15
4	06/04/2026	973977	1	1874	150	3	294	17,686	144	12
4	06/04/2026	974004	1	1980	180	3	86	14,429	150	15
4	06/04/2026	974028	1	2142	180	3	148	16,486	144	12
4	06/04/2026	974035	1	1980	180	3	161	13,143	144	12
4	06/04/2026	974059	1	2280	180	3	94	10,143	144	12
4	06/04/2026	974066	1	1080	180	3	50	10,943	144	12
4	06/04/2026	974707	1	276	6	8	6	0,6	72	18
4	06/04/2026	974714	1	300	6	8	1	0,143	72	18
4	06/04/2026	981606	1	524	14	9	95	5,686	35	7
4	06/04/2026	988353	3	924	12	9	18	2,114	100	10
4	06/04/2026	988490	1	2578	64	5	77	13,057	135	15
4	06/04/2026	994187	1	2628	18	2	21	6,286	70	10
4	06/04/2026	994835	2	36	6	13	17	0,514	110	5
4	06/04/2026	998307	2	189	27	8	86	2,743	162	18
4	06/04/2026	998314	2	567	27	8	88	3,657	162	18
5	31/03/2026	16925	3	7363	48	13	103	5,257	133	19
5	31/03/2026	702348	1	12	12	0	-2	0,514	55	11
5	02/04/2026	144278	2	204	12	21	48	0	60	15
5	02/04/2026	272254	5	1427	10	27	110	5,886	96	12
5	06/04/2026	181907	22	8934	12	101	230	59,771	264	22
5	06/04/2026	197755	10	9985	12	24	-40	76,257	308	28
5	06/04/2026	197779	10	8455	12	24	116	39,914	308	28
5	06/04/2026	316545	10	6357	12	63	109	64,086	144	24
5	06/04/2026	488327	22	12134	12	130	575	32,857	220	22
5	06/04/2026	544160	10	6813	6	39	31	27,114	280	40
5	06/04/2026	618908	10	4877	6	21	72	18,371	590	59
5	06/04/2026	760560	3	600	6	11	-1	0,114	150	25
5	06/04/2026	819886	2	208	10	20	20	0,486	40	5
5	06/04/2026	831628	2	273	4	6	62	1,943	56	14
5	06/04/2026	832526	4	2040	12	39	0	0,886	0	25
5	06/04/2026	839532	1	201	20	20	9	0,029	49	7
5	06/04/2026	842181	1	420	12	3	27	1,943	280	40
5	06/04/2026	854092	2	404	8	27	13	0,971	50	10
5	06/04/2026	907446	1	288	24	1	72	0,4	9801	99
5	06/04/2026	946513	3	1860	12	17	0	0	220	22
5	06/04/2026	967235	1	180	40	2	66	1,514	120	20
5	06/04/2026	989770	1	684	12	3	45	1,714	100	10
5	06/04/2026	10719	10	8151	12	45	422	77,171	264	22
5	06/04/2026	17141	14	4200	12	51	0	0		
5	06/04/2026	110181	15	24880	27	167	194	54,4	90	15
5	06/04/2026	150941	30	51789	27	170	694	58,514	165	15
5	06/04/2026	168816	5	3753	27	28	309	74,171	165	15
5	06/04/2026	183000	2	2469	12	6	96	7,943	360	36
5	06/04/2026	220200	15	28680	27	89	-39	33,057	165	15
5	06/04/2026	233569	20	15957	27	114	946	95,857	105	15
5	06/04/2026	290609	45	66374	27	259	1770,46	98,971	180	15
5	06/04/2026	296434	1	1593	27	5	87	3,286	150	15
5	06/04/2026	329644	3	1253	27	32	113	0	84	14
5	06/04/2026	540346	45	33117	27	224	2338	78,057	180	15
5	06/04/2026	4312	3	1596	6	6	58	2,114	540	12
5	06/04/2026	10034	2	641	6	25	36	2,257	80	20
5	06/04/2026	10035	2	427	6	25	45	1,143	80	20
5	06/04/2026	10272	1	103	16	4	17	0,486	80	10
5	06/04/2026	10502	1	143	24	0	24	0	56	7
5	06/04/2026	10757	2	1690	12	4	46	9,257	540	45
5	06/04/2026	10867	1	73	12	13	44	1,514	90	15
5	06/04/2026	10871	1	48	24	13	27	0,6	54	9
5	06/04/2026	10879	2	72	12	12	22	0	50	10
5	06/04/2026	10884	1	313	24	13	82	1,714	54	9
5	06/04/2026	10898	1	12	6	13	4	0,086	100	20
5	06/04/2026	11046	1	480	15	8	35	5,8	60	12
5	06/04/2026	11055	1	270	6	2	29	0,486	50	10
5	06/04/2026	11126	1	239	12	2	18	0,457	100	10
5	06/04/2026	11157	1	3096	24	6	95	3,171	150	15
5	06/04/2026	11210	1	120	4	16	35	1,571	60	7
5	06/04/2026	11743	3	804	6	26	16	1,171	100	25
5	06/04/2026	11843	2	30	6	6	3	0	300	50
5	06/04/2026	11863	1	744	24	7	25	0	200	20
5	06/04/2026	11868	1	72	24	7	3	0,143	95	13
5	06/04/2026	11886	1	384	64	5	7	0,171	135	15
5	06/04/2026	11996	1	162	6	1	5	0,114	540	54
5	06/04/2026	12452	1	36	15	2	14	0,514	28	7
5	06/04/2026	12528	1	2997	12	4	85	3,686	261	29
5	06/04/2026	12656	1	91	28	9	23	0,257	272	16
5	06/04/2026	12666	1	54	6	8	26	0,914	675	25
5	06/04/2026	12687	1	1857	38	15	0	4,343	81	9
5	06/04/2026	12704	1	456	12	74	32	1,571	40	8
5	06/04/2026	12705	1	477	12	74	25	0,743	40	8
5	06/04/2026	12710	2	720	30	5	30	2,171	120	24
5	06/04/2026	12723	1	422	12	3	38	1,029	240	8
5	06/04/2026	12725	3	636	12	9	100	4,114	240	8
5	06/04/2026	12792	1	156	12	12	16	0,257	85	17
5	06/04/2026	13194	1	120	12	0	14	0,771	60	15
5	06/04/2026	13676	1	6	6	4	10	0,114	50	10
5	06/04/2026	13755	1	60	12	2	-2	0,343	100	10
5	06/04/2026	13866	1	18	6	9	12	0,286	88	22
5	06/04/2026	13956	1	106	12	12	21	0,8	44	11
5	06/04/2026	13963	1	24	12	15	46	0,914	60	10
5	06/04/2026	13985	2	54	6	8	11	0,4	125	25
5	06/04/2026	14018	1	3657	24	5	168	3,771	189	21
5	06/04/2026	14019	1	780	24	5	25	2,029	189	21
5	06/04/2026	14207	2	44	6	55	22	0,6	140	28
5	06/04/2026	14270	1	1563	12	6	21	7,943	150	25
5	06/04/2026	14315	1	24	1	0	0	0	150	10
5	06/04/2026	14410	1	1133	27	5	59	9,114	150	15
5	06/04/2026	14593	1	599	10	10	52	1,029	80	10
5	06/04/2026	14661	1	64	4	0	15	0,543	40	10
5	06/04/2026	14815	1	96	24	9	0	0,171	80	10
5	06/04/2026	15049	1	156	12	0	44	1,4	85	17
5	06/04/2026	15189	8	353	2	84	57	3,829	96	24
5	06/04/2026	15308	1	291	12	2	67	1,686	400	40
5	06/04/2026	15311	2	227	12	4	11	1,4	400	40
5	06/04/2026	15327	1	73	6	3	15	0,2	88	22
5	06/04/2026	15463	3	552	24	7020	53	2,286	120	12
5	06/04/2026	15471	1	919	40	5	3	1,086	54	9
5	06/04/2026	15473	1	1362	42	5	0	6,171	70	10
5	06/04/2026	15476	1	696	24	7	0	1,371	56	7
5	06/04/2026	15478	1	696	24	7	0	4,114	56	7
5	06/04/2026	15644	1	216	6	6	9	0,286	280	28
5	06/04/2026	16891	1	600	12	6	30	0,514	144	16
